"id","AC","DE","GA","TP","ML"
"ACOX","PF01756.22","Acyl-CoA oxidase","22.1; 22.1;","Family",181
"ACP","PF06857.14","Malonate decarboxylase delta subunit (MdcD)","25.1; 25.1;","Family",83
"Acp26Ab","PF05777.15","Drosophila accessory gland-specific peptide 26Ab (Acp26Ab)","25; 25;","Family",90
"ACP53EA","PF06313.14","Drosophila ACP53EA protein","25; 25;","Family",90
"ACPS","PF01648.23","4'-phosphopantetheinyl transferase superfamily","25; 25;","Domain",114
"ACP_PD","PF04336.15","Acyl carrier protein phosphodiesterase","27; 27;","Family",105
"ACP_syn_III","PF08545.13","3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III","24; 24;","Domain",80
"ACP_syn_III_C","PF08541.13","3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal","26.6; 26.6;","Domain",90
"AcrZ","PF10766.12","Multidrug efflux pump-associated protein AcrZ","26.2; 26.2;","Family",48
"ACR_tran","PF00873.22","AcrB/AcrD/AcrF family","28; 28;","Family",1021
"ACS_CODH_B_C","PF19436.2","ACS/CODH beta subunit C-terminal","25; 25;","Domain",245
"ACT","PF01842.28","ACT domain","27; 27;","Domain",66
"Act-Frag_cataly","PF09192.13","Actin-fragmin kinase, catalytic","24; 24;","Domain",282
"ActA","PF05058.15","ActA Protein","23.8; 23.8;","Family",633
"ActD","PF11821.11","Alternative complex III, ActD subunit","25.7; 25.7;","Family",170
"ACTH_assoc","PF16102.8","ACTH-associated domain","27; 14.4;","Family",28
"ACTH_domain","PF00976.21","Corticotropin ACTH domain","27; 15.4;","Family",19
"Actin","PF00022.22","Actin","27; 27;","Family",385
"Actino_peptide","PF14408.9","Ribosomally synthesised peptide in actinomycetes","25; 25;","Family",58
"Actin_micro","PF17003.8","Putative actin-like family","27; 27;","Family",369
"Activator-TraM","PF11657.11","Transcriptional activator TraM","24.4; 24.4;","Family",142
"Activator_LAG-3","PF11498.11","Transcriptional activator LAG-3","23.3; 23.3;","Family",468
"Activin_recp","PF01064.26","Activin types I and II receptor domain","20.9; 20.9;","Domain",82
"ACTL7A_N","PF16840.8","Actin-like protein 7A N-terminus","27; 27;","Domain",65
"ACT_3","PF10000.12","ACT domain","25; 25;","Domain",70
"ACT_4","PF13291.9","ACT domain","27; 27;","Domain",80
"ACT_5","PF13710.9","ACT domain","27; 27;","Domain",62
"ACT_6","PF13740.9","ACT domain","23; 23;","Domain",76
"ACT_7","PF13840.9","ACT domain","27; 27;","Domain",65
"ACT_8","PF19571.2","ACT domain pair","23.5; 23.5;","Domain",141
"acVLRF1","PF18859.4","Actinobacteria/chloroflexi VLRF1 release factor","27.1; 27.1;","Family",130
"Acyl-ACP_TE","PF01643.20","Acyl-ACP thioesterase","21; 21;","Family",248
"Acyl-CoA_dh_1","PF00441.27","Acyl-CoA dehydrogenase, C-terminal domain","22.4; 22.4;","Domain",150
"Acyl-CoA_dh_2","PF08028.14","Acyl-CoA dehydrogenase, C-terminal domain","22.7; 22.7;","Domain",134
"Acyl-CoA_dh_C","PF12806.10","Acetyl-CoA dehydrogenase C-terminal like","30.3; 30.3;","Domain",124
"Acyl-CoA_dh_M","PF02770.22","Acyl-CoA dehydrogenase, middle domain","33.3; 33.3;","Domain",97
"Acyl-CoA_dh_N","PF02771.19","Acyl-CoA dehydrogenase, N-terminal domain","22.9; 22.9;","Domain",113
"Acyl-CoA_ox_N","PF14749.9","Acyl-coenzyme A oxidase N-terminal","25; 25;","Domain",125
"Acyl-thio_N","PF12590.11","Acyl-ATP thioesterase","22; 22;","Family",130
"AcylCoA_dehyd_C","PF12186.11","Acyl-CoA dehydrogenase C terminal","27; 27;","Domain",111
"AcylCoA_DH_N","PF12418.11","Acyl-CoA dehydrogenase N terminal","22; 22;","Family",32
"Acylphosphatase","PF00708.21","Acylphosphatase","22.5; 22.5;","Domain",85
"Acyltransferase","PF01553.24","Acyltransferase","23; 23;","Family",135
"Acyltransf_2","PF19576.2","Acyltransferase","27; 27;","Domain",266
"Acyltransf_C","PF16076.8","Acyltransferase C-terminus","26.5; 26.5;","Family",74
"Acyl_CoA_thio","PF02551.18","Acyl-CoA thioesterase","21; 21;","Domain",132
"Acyl_transf_1","PF00698.24","Acyl transferase domain","32.7; 32.7;","Domain",319
"Acyl_transf_2","PF02273.18","Acyl transferase","20.3; 20.3;","Domain",294
"Acyl_transf_3","PF01757.25","Acyltransferase family","31; 31;","Family",340
"AC_1","PF18883.3","Autochaperone Domain Type 1","27.1; 27.1;","Repeat",114
"AC_N","PF16214.8","Adenylyl cyclase N-terminal extracellular and transmembrane region","30.9; 30.9;","Family",415
"AD","PF09793.12","Anticodon-binding domain","23.4; 23.4;","Domain",90
"Ada3","PF10198.12","Histone acetyltransferases subunit 3","24.5; 24.5;","Family",132
"ADAM17_MPD","PF16698.8","Membrane-proximal domain, switch, for ADAM17","26.2; 26.2;","Domain",62
"ADAMTS_CR_2","PF17771.4","ADAMTS cysteine-rich domain 2","27.3; 27.3;","Domain",70
"ADAMTS_CR_3","PF19236.2","ADAMTS cysteine-rich domain","21; 21;","Domain",115
"ADAMTS_spacer1","PF05986.17","ADAM-TS Spacer 1","23.6; 23.6;","Domain",115
"ADAM_CR","PF08516.15","ADAM cysteine-rich","29.4; 29.4;","Family",116
"Adaptin_binding","PF10199.12","Alpha and gamma adaptin binding protein p34","32; 32;","Family",123
"Adaptin_N","PF01602.23","Adaptin N terminal region","37; 37;","Repeat",524
"Adap_comp_sub","PF00928.24","Adaptor complexes medium subunit family","31.6; 31.6;","Family",264
"Ada_Zn_binding","PF02805.19","Metal binding domain of Ada","23; 23;","Family",65
"ADC","PF06314.14","Acetoacetate decarboxylase (ADC)","29.8; 29.8;","Family",237
"Adcy_cons_dom","PF06327.17","Adenylate cyclase, conserved domain","21.1; 21.1;","Family",100
"ADD_ATRX","PF17981.4","Cysteine Rich ADD domain","25.7; 25.7;","Domain",56
"ADD_DNMT3","PF17980.4","Cysteine rich ADD domain in DNMT3","26; 26;","Domain",56
"Adenine_deam_C","PF13382.9","Adenine deaminase C-terminal domain","27; 27;","Family",169
"Adenine_glyco","PF03352.16","Methyladenine glycosylase","25; 25;","Family",177
"Adenosine_kin","PF04008.17","Adenosine specific kinase","25; 25;","Family",154
"Adeno_100","PF02438.19","Late 100kD protein","25; 25;","Family",593
"Adeno_52K","PF03052.18","Adenoviral protein L1 52/55-kDa","25; 25;","Family",201
"Adeno_E1A","PF02703.17","Early E1A protein","25.6; 25.6;","Family",289
"Adeno_E1B_19K","PF01691.19","Adenovirus E1B 19K protein / small t-antigen","25; 25;","Family",135
"Adeno_E1B_55K","PF01696.20","Adenovirus EB1 55K protein / large t-antigen","24.5; 24.5;","Repeat",387
"Adeno_E1B_55K_N","PF04623.15","Adenovirus E1B protein N-terminus","25; 25;","Family",71
"Adeno_E3","PF06040.14","Adenovirus E3 protein","25; 25;","Family",127
"Adeno_E3A","PF05248.15","Adenovirus E3A","25.2; 25.2;","Family",104
"Adeno_E3B","PF03376.17","Adenovirus E3B protein","25; 25;","Family",67
"Adeno_E3_14_5","PF04834.15","Early E3 14.5 kDa protein","23.6; 23.6;","Family",100
"Adeno_E3_15_3","PF03307.17","Adenovirus 15.3kD protein in E3 region","25; 25;","Family",117
"Adeno_E3_CR1","PF02440.18","Adenovirus E3 region protein CR1","26; 26;","Domain",95
"Adeno_E3_CR2","PF02439.18","Adenovirus E3 region protein CR2","36; 36;","Family",38
"Adeno_E4","PF05385.14","Mastadenovirus early E4 13 kDa protein","25; 25;","Family",108
"Adeno_E4_34","PF04528.16","Adenovirus early E4 34 kDa protein conserved region","25; 25;","Family",145
"Adeno_E4_ORF3","PF06931.14","Mastadenovirus E4 ORF3 protein","25; 25;","Family",113
"Adeno_GP19K","PF04881.16","Adenovirus GP19K","22; 22;","Family",132
"Adeno_hexon","PF01065.22","Hexon, adenovirus major coat protein, N-terminal domain","25; 25;","Domain",586
"Adeno_hexon_C","PF03678.17","Hexon, adenovirus major coat protein, C-terminal domain","27; 27;","Domain",241
"Adeno_IVa2","PF02456.18","Adenovirus IVa2 protein","21; 21;","Domain",370
"Adeno_knob","PF00541.20","Adenoviral fibre protein (knob domain)","25; 25;","Domain",193
"Adeno_L433K_22K","PF11081.11","Adenovirus L4-33K/L4-22K","19.2; 19.2;","Family",168
"Adeno_Penton_B","PF01686.20","Adenovirus penton base protein","25; 25;","Family",461
"Adeno_PIX","PF03955.17","Adenovirus hexon-associated protein (IX)","22.9; 22.9;","Family",110
"Adeno_PV","PF03910.16","Adenovirus minor core protein PV","23.3; 23.3;","Family",355
"Adeno_PVIII","PF01310.21","Adenovirus hexon associated protein, protein VIII","25; 25;","Family",216
"Adeno_PX","PF05829.15","Adenovirus late L2 mu core protein (Protein X)","25; 25;","Family",42
"Adeno_shaft","PF00608.20","Adenoviral fibre protein (repeat/shaft region)","30; 3.5;","Repeat",44
"Adeno_terminal","PF02459.18","Adenoviral DNA terminal protein","27; 27;","Family",557
"Adeno_VII","PF03228.17","Adenoviral core protein VII","21.2; 21.2;","Family",122
"AdenylateSensor","PF16579.8","Adenylate sensor of SNF1-like protein kinase","27.1; 27.1;","Domain",118
"Adenylate_cycl","PF01295.21","Adenylate cyclase, class-I","27; 27;","Family",601
"Adenylsucc_synt","PF00709.24","Adenylosuccinate synthetase","27; 27;","Domain",415
"Adenyl_cycl_N","PF12633.10","Adenylate cyclase NT domain","27; 27;","Domain",199
"Adenyl_transf","PF04439.15","Streptomycin adenylyltransferase","22; 22;","Family",279
"AdeT1_2","PF19582.2","Solute-binding protein AdeT 1/2","27; 27;","Family",392
"AdHead_fibreRBD","PF16812.8","C-terminal head domain of the fowl adenovirus type 1 long fibre","27; 27;","Domain",201
"Adhes-Ig_like","PF09085.13","Adhesion molecule, immunoglobulin-like","25; 25;","Domain",110
"Adhesin_Dr","PF04619.15","Dr-family adhesin","23.6; 23.6;","Family",139
"Adhesin_E","PF16747.8","Surface-adhesin protein E","27; 27;","Domain",125
"Adhesin_P1_C","PF03257.16","Mycoplasma adhesin P1, C-terminal","25; 25;","Domain",116
"Adhesin_P1_N","PF18652.4","Adhesin P1 N-terminal domain","27.1; 27.1;","Domain",106
"ADH_N","PF08240.15","Alcohol dehydrogenase GroES-like domain","21.1; 21.1;","Domain",109
"ADH_N_2","PF16884.8","N-terminal domain of oxidoreductase","31; 31;","Family",108
"ADH_N_assoc","PF13823.9","Alcohol dehydrogenase GroES-associated","25; 25;","Family",23
"adh_short","PF00106.28","short chain dehydrogenase","26.6; 25;","Domain",195
"adh_short_C2","PF13561.9","Enoyl-(Acyl carrier protein) reductase","27; 27;","Domain",234
"ADH_zinc_N","PF00107.29","Zinc-binding dehydrogenase","31.8; 31.8;","Domain",130
"ADH_zinc_N_2","PF13602.9","Zinc-binding dehydrogenase","27; 27;","Domain",133
"ADI","PF02274.20","Arginine deiminase","22.8; 22.8;","Family",377
"ADIP","PF11559.11","Afadin- and alpha -actinin-Binding","34.3; 34.3;","Coiled-coil",152
"Adipogenin","PF15202.9","Adipogenin","27; 27;","Family",79
"Adipokin_hormo","PF06377.14","Adipokinetic hormone","22.9; 22.9;","Family",51
"ADK","PF00406.25","Adenylate kinase","26.8; 26.8;","Domain",151
"ADK_lid","PF05191.17","Adenylate kinase, active site lid","26.6; 26.6;","Domain",36
"ADNP_N","PF19627.2","Activity-dependent neuroprotector homeobox protein N-terminal","27; 27;","Domain",752
"AdoHcyase","PF05221.20","S-adenosyl-L-homocysteine hydrolase","25; 25;","Domain",299
"AdoHcyase_NAD","PF00670.24","S-adenosyl-L-homocysteine hydrolase, NAD binding domain","27; 27;","Domain",162
"AdoMetDC_leader","PF08132.14","S-adenosyl-l-methionine decarboxylase leader peptide","25; 25;","Family",51
"AdoMet_dc","PF02675.18","S-adenosylmethionine decarboxylase","25; 25;","Family",106
"AdoMet_MTase","PF07757.16","Predicted AdoMet-dependent methyltransferase","27; 27;","Family",113
"AdoMet_Synthase","PF01941.22","S-adenosylmethionine synthetase (AdoMet synthetase)","27; 27;","Family",395
"ADPrib_exo_Tox","PF03496.17","ADP-ribosyltransferase exoenzyme","23.4; 21.9;","Family",197
"ADPRTs_Tse2","PF18648.4","Tse2 ADP-ribosyltransferase toxins","26.6; 26.6;","Domain",155
"ADP_PFK_GK","PF04587.18","ADP-specific Phosphofructokinase/Glucokinase conserved region","27; 27;","Family",427
"ADP_ribosyl_GH","PF03747.17","ADP-ribosylglycohydrolase","26.2; 26.2;","Family",292
"ADSL_C","PF10397.12","Adenylosuccinate lyase C-terminus","32.7; 32.7;","Domain",77
"ADYC","PF20032.2","ADYC domain","27; 27;","Domain",180
"Ad_cyc_g-alpha","PF08509.14","Adenylate cyclase G-alpha binding domain","21; 21;","Domain",49
"Ad_Cy_reg","PF16701.8","Adenylate cyclase regulatory domain","28.6; 28.6;","Domain",186
"Aegerolysin","PF06355.16","Aegerolysin","22; 22;","Family",131
"AEP1","PF17049.8","ATPase expression protein 1","27; 27;","Family",395
"Aerolysin","PF01117.23","Aerolysin toxin","24.3; 24.3;","Domain",365
"AF-4","PF05110.16","AF-4 proto-oncoprotein N-terminal region","25.1; 25.1;","Family",514
"AF-4_C","PF18876.3","AF-4 proto-oncoprotein C-terminal region","29.9; 29.9;","Family",264
"AF0941-like","PF14591.9","AF0941-like","22.6; 22.6;","Domain",113
"AF2212-like","PF01954.19","AF2212-like","21.6; 21.6;","Family",59
"AF2331-like","PF14556.9","AF2331-like","150; 150;","Domain",91
"AF4_int","PF18875.3","AF4 interaction motif","23.2; 23.2;","Motif",15
"AfaD","PF05775.15","Enterobacteria AfaD invasin protein","22.1; 22.1;","Family",105
"Afaf","PF15339.9","Acrosome formation-associated factor","27; 27;","Family",198
"AFG1_ATPase","PF03969.19","AFG1-like ATPase","27; 27;","Family",361
"Afi1","PF07792.15","Docking domain of Afi1 for Arf3 in vesicle trafficking","25.5; 25.5;","Domain",133
"AflR","PF08493.13","Aflatoxin regulatory protein","24; 24;","Family",101
"AFOR_C","PF01314.21","Aldehyde ferredoxin oxidoreductase, domains 2 & 3","27; 27;","Domain",382
"AFOR_N","PF02730.18","Aldehyde ferredoxin oxidoreductase, N-terminal domain","29.8; 29.8;","Domain",199
"AFP","PF02420.18","Insect antifreeze protein repeat","36.5; 2;","Repeat",12
"AFP_2","PF18815.4","Bacterial antifreeze protein repeat","25; 15;","Repeat",52
"AfsA","PF03756.16","A-factor biosynthesis hotdog domain","24; 24;","Domain",133
"AFT","PF08731.14","Transcription factor AFT","21.6; 21.6;","Family",111
"Aft1_HRA","PF11786.11","Aft1 HRA domain","25; 25;","Disordered",79
"Aft1_HRR","PF11787.11","Aft1 HRR domain","25; 25;","Disordered",71
"Aft1_OSA","PF11785.11","Aft1 osmotic stress response (OSM) domain","22; 22;","Disordered",57
"AftA_C","PF12249.11","Arabinofuranosyltransferase A C terminal","25; 25;","Family",176
"AftA_N","PF12250.11","Arabinofuranosyltransferase N terminal","26.7; 26.7;","Family",427
"Ag332","PF04671.15","Erythrocyte membrane-associated giant protein antigen 332","20.9; 20.9;","Repeat",21
"AGA2","PF17366.5","A-agglutinin-binding subunit Aga2","25; 25;","Family",58
"Agarase_CBM","PF17992.4","Agarase CBM like domain","26.3; 26.3;","Domain",182
"Agenet","PF05641.15","Agenet domain","27; 19;","Domain",61
"Agglutinin","PF07468.14","Agglutinin domain","25; 25;","Domain",153
"Agglutinin_C","PF18021.4","Agglutinin C-terminal","26.8; 26.8;","Domain",93
"AGH","PF17558.5","Androgenic gland hormone","27; 27;","Family",121
"AgI_II_C2","PF17998.4","Cell surface antigen I/II C2 terminal domain","27.1; 27.1;","Domain",167
"AGK_C","PF19712.2","Acylglycerol kinase C-terminal","27; 27;","Domain",215
"AglB_L1","PF18079.4","Archaeal glycosylation protein B long peripheral domain","23.6; 23.6;","Domain",92
"AGL_N","PF16338.8","Alpha-glucosidase, N-terminal","29.3; 29.3;","Domain",94
"AGOG","PF09171.13","N-glycosylase/DNA lyase","26.1; 26.1;","Domain",248
"Agouti","PF05039.15","Agouti protein","27; 27;","Family",43
"Ago_hook","PF10427.12","Argonaute hook","25; 25;","Family",169
"AGO_N","PF18236.4","Argonaute N domain","25; 25;","Domain",122
"Ago_N_1","PF18351.4","Fungal Argonaute N-terminal domain","25; 25;","Domain",95
"AGP","PF06376.15","Arabinogalactan peptide","25; 25;","Family",36
"aGPT-Pplase1","PF18723.4","alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1","25; 25;","Domain",281
"aGPT-Pplase2","PF18724.4","Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 2","26.2; 26.2;","Domain",231
"aGPT-Pplase3","PF18746.4","Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 3","25; 25;","Domain",279
"AgrB","PF04647.18","Accessory gene regulator B","23; 23;","Family",183
"AGRB_N","PF19188.3","Adhesion GPCR B N-terminal region","27; 27;","Family",177
"AgrD","PF05931.14","Staphylococcal AgrD protein","22.7; 22.7;","Family",45
"Agro_virD5","PF04730.15","Agrobacterium VirD5 protein","25; 25;","Family",671
"AGS_C","PF18134.4","Adenylyl/Guanylyl and SMODS C-terminal sensor domain","26.7; 26.7;","Domain",128
"AGT","PF11440.11","DNA alpha-glucosyltransferase","25; 25;","Family",355
"AGTRAP","PF06396.14","Angiotensin II, type I receptor-associated protein (AGTRAP)","25; 25;","Family",148
"Aha1_N","PF09229.14","Activator of Hsp90 ATPase, N-terminal","23.6; 23.6;","Domain",137
"AHD","PF17793.4","ANC1 homology domain (AHD)","27; 27;","Domain",61
"AHH","PF14412.9","A nuclease family of the HNH/ENDO VII superfamily with conserved AHH","22.3; 22.3;","Family",112
"AHJR-like","PF18743.4","REase_AHJR-like","26.1; 26.1;","Domain",123
"AHL_synthase","PF17327.5","Acyl homoserine lactone synthase","25; 25;","Family",376
"AhpC-TSA","PF00578.24","AhpC/TSA family","26; 26;","Domain",124
"AhpC-TSA_2","PF13911.9","AhpC/TSA antioxidant enzyme","27; 27;","Domain",113
"AHSA1","PF08327.14","Activator of Hsp90 ATPase homolog 1-like protein","22.1; 22.1;","Family",126
"AHSP","PF09236.13","Alpha-haemoglobin stabilising protein","27; 27;","Domain",87
"AI-2E_transport","PF01594.19","AI-2E family transporter","34.3; 34.3;","Family",327
"AIB","PF15334.9","Aurora kinase A and ninein interacting protein","27; 27;","Family",324
"AICARFT_IMPCHas","PF01808.21","AICARFT/IMPCHase bienzyme","25; 25;","Family",310
"AID","PF18767.4","Activation induced deaminase","41; 41;","Family",90
"AIDA","PF16168.8","Adhesin of bacterial autotransporter system, probable stalk","27; 27;","Repeat",63
"Aida_C2","PF14186.9","Axin interactor dorsalisation-associated protein, C-terminal","25; 25;","Domain",146
"Aida_N","PF08910.13","Aida N-terminus","25; 25;","Family",103
"AidB_N","PF18158.4","Adaptive response protein AidB N-terminal domain","22.9; 22.9;","Domain",156
"AIF-MLS","PF14962.9","Mitochondria Localisation Sequence","29.9; 29.9;","Family",192
"AIF_C","PF14721.9","Apoptosis-inducing factor, mitochondrion-associated, C-term","25.9; 25.9;","Domain",130
"AIG1","PF04548.19","AIG1 family","27; 27;","Domain",212
"AIG2_2","PF13772.9","AIG2-like family","27; 27;","Family",83
"Ail_Lom","PF06316.14","Enterobacterial Ail/Lom protein","23; 23;","Family",199
"Aim19","PF10315.12","Altered inheritance of mitochondria protein 19","29.5; 29.5;","Family",118
"Aim21","PF11489.11","Altered inheritance of mitochondria protein 21","27; 27;","Disordered",725
"AIM24","PF01987.20","Mitochondrial biogenesis AIM24","22.8; 22.8;","Family",202
"AIM3","PF17096.8","Altered inheritance of mitochondria protein 3","25.4; 25.4;","Family",88
"AIM5","PF17050.8","Altered inheritance of mitochondria 5","26.8; 26.8;","Family",60
"AIMP2_LysRS_bd","PF16780.8","AIMP2 lysyl-tRNA synthetase binding domain","27; 27;","Domain",47
"AIP3","PF03915.16","Actin interacting protein 3","31.6; 31.6;","Family",408
"AIPR","PF10592.12","AIPR protein","25; 25;","Family",294
"AIRC","PF00731.23","AIR carboxylase","30; 30;","Domain",148
"AIRS","PF00586.27","AIR synthase related protein, N-terminal domain","24; 15;","Domain",107
"AIRS_C","PF02769.25","AIR synthase related protein, C-terminal domain","23.1; 23.1;","Domain",156
"AJAP1_PANP_C","PF15298.9","AJAP1/PANP C-terminus","27; 27;","Family",204
"AKAP28","PF14469.9","28 kDa A-kinase anchor","22; 22;","Family",121
"AKAP2_C","PF15304.9","A-kinase anchor protein 2 C-terminus","27; 27;","Family",341
"AKAP7_NLS","PF10469.12","AKAP7 2'5' RNA ligase-like domain","24.4; 24.4;","Domain",207
"AKAP7_RIRII_bdg","PF10470.12","PKA-RI-RII subunit binding domain of A-kinase anchor protein","22.7; 22.7;","Domain",57
"AKAP95","PF04988.15","A-kinase anchoring protein 95 (AKAP95)","26.8; 26.8;","Family",136
"AKAP_110","PF05716.16","A-kinase anchor protein 110 kDa (AKAP 110)","25; 25;","Family",692
